DETAILED RESULTS FOR LLAMA3.2
================================================================================

MCQ EVALUATION RESULTS
--------------------------------------------------

Dataset: CVE
  Total questions: 2000
  Correct answers: 450
  Incorrect answers: 1550
  Accuracy: 22.50%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  70         B               C              
  71         B               A              
  72         A               D              
  73         D               A              
  74         D               C              
  75         D               A              
  76         C               A              
  77         B               A              
  79         B               A              
  80         B               A              
  81         D               B              
  84         D               C              
  85         A               C              
  87         A               B              
  88         B               A              
  91         B               A              
  92         D               B              
  93         C               B              
  94         C               A              
  95         D               A              
  96         A               C              
  98         B               A              
  99         D               C              
  100        C               D              
  102        D               A              
  103        B               A              
  106        C               A              
  108        B               C              
  109        D               A              
  110        B               C              
  111        A               C              
  113        B               C              
  114        D               C              
  115        B               C              
  117        A               C              
  119        C               A              
  120        D               C              
  121        D               A              
  122        C               A              
  123        C               A              
  124        D               A              
  125        D               C              
  126        A               B              
  128        D               A              
  129        C               A              
  130        D               A              
  131        D               A              
  132        D               A              
  133        D               B              
  134        B               D              
  135        C               D              
  136        B               C              
  137        A               B              
  139        A               B              
  140        B               C              
  142        D               A              
  144        D               A              
  146        B               D              
  147        C               A              
  148        D               A              
  149        D               A              
  150        C               A              
  151        B               A              
  152        C               B              
  153        D               A              
  154        D               C              
  155        B               A              
  156        D               A              
  157        B               A              
  159        A               C              
  160        D               A              
  161        D               B              
  162        C               A              
  163        B               C              
  165        D               A              
  166        D               A              
  168        D               C              
  169        B               A              
  171        A               C              
  172        C               D              
  174        B               A              
  175        A               B              
  176        D               B              
  178        C               A              
  180        A               B              
  181        C               A              
  182        D               A              
  183        A               C              
  185        B               A              
  186        D               C              
  187        D               C              
  188        D               A              
  189        B               C              
  190        A               B              
  191        B               A              
  192        D               A              
  193        D               A              
  194        D               C              
  195        D               B              
  196        D               A              
  197        B               A              
  198        D               A              
  199        D               C              
  200        D               A              
  201        C               A              
  202        C               A              
  203        B               A              
  204        C               A              
  205        D               A              
  207        B               C              
  208        D               C              
  210        C               A              
  211        C               A              
  214        D               A              
  215        B               A              
  219        A               B              
  220        B               C              
  221        D               B              
  222        B               A              
  223        B               A              
  226        D               C              
  228        B               C              
  229        D               C              
  230        D               C              
  231        D               A              
  232        D               A              
  233        D               A              
  234        C               A              
  235        A               C              
  236        D               C              
  238        C               A              
  239        D               C              
  240        B               C              
  243        C               B              
  244        C               A              
  245        B               A              
  247        D               A              
  248        A               B              
  249        D               A              
  250        D               A              
  253        D               B              
  254        A               B              
  255        C               A              
  256        B               A              
  258        B               C              
  259        D               A              
  260        A               C              
  261        B               A              
  263        D               C              
  264        A               C              
  267        B               D              
  269        D               B              
  270        C               A              
  271        D               A              
  272        D               C              
  273        C               A              
  274        B               A              
  276        A               C              
  278        C               A              
  279        B               A              
  281        B               C              
  282        D               A              
  283        D               A              
  284        B               A              
  285        A               C              
  288        D               A              
  290        D               A              
  291        A               C              
  295        B               A              
  296        B               A              
  297        B               A              
  298        D               A              
  299        A               C              
  300        C               A              
  301        D               C              
  302        D               C              
  303        D               B              
  304        A               B              
  307        B               A              
  310        A               B              
  311        C               A              
  312        D               B              
  313        A               C              
  314        D               A              
  316        D               A              
  317        D               A              
  318        D               A              
  319        D               A              
  320        B               A              
  321        A               D              
  322        B               A              
  323        A               D              
  324        D               C              
  325        C               A              
  326        D               A              
  328        C               A              
  329        B               A              
  331        C               A              
  333        B               A              
  334        D               C              
  335        B               A              
  336        B               A              
  337        A               C              
  338        B               D              
  339        D               C              
  342        C               A              
  344        A               B              
  346        B               C              
  347        B               C              
  348        B               A              
  349        C               A              
  351        C               A              
  352        A               C              
  353        C               A              
  354        D               A              
  356        A               B              
  357        D               C              
  358        B               D              
  359        C               A              
  360        A               C              
  363        C               A              
  365        B               C              
  366        A               C              
  369        A               B              
  372        B               A              
  373        B               C              
  374        B               A              
  375        B               A              
  376        D               A              
  377        D               A              
  378        B               A              
  380        D               A              
  381        B               C              
  382        C               A              
  383        A               C              
  384        C               A              
  386        C               A              
  388        A               B              
  390        A               C              
  391        D               A              
  392        B               A              
  393        B               A              
  394        C               A              
  395        C               A              
  396        A               B              
  397        B               A              
  398        C               A              
  399        C               A              
  400        D               C              
  402        D               A              
  403        B               A              
  404        B               C              
  405        D               C              
  406        B               C              
  409        D               C              
  411        C               B              
  412        C               A              
  413        B               A              
  414        A               C              
  417        B               C              
  418        B               D              
  420        B               D              
  421        A               B              
  422        D               B              
  423        C               B              
  425        B               C              
  426        B               A              
  430        B               A              
  432        B               A              
  434        C               D              
  435        A               B              
  437        D               C              
  438        A               D              
  439        B               C              
  440        D               A              
  442        D               A              
  443        C               A              
  444        D               A              
  445        D               C              
  446        D               A              
  447        D               A              
  449        D               C              
  450        C               A              
  451        B               A              
  454        A               D              
  455        C               D              
  457        D               C              
  458        D               C              
  459        A               C              
  460        A               C              
  461        D               A              
  462        D               A              
  463        B               A              
  464        B               A              
  467        D               A              
  468        B               D              
  469        B               C              
  470        A               C              
  471        B               A              
  472        D               A              
  473        B               A              
  474        C               A              
  475        B               A              
  476        B               A              
  478        B               A              
  480        D               B              
  481        A               B              
  482        C               A              
  483        C               A              
  484        D               B              
  485        D               A              
  486        D               C              
  487        C               A              
  488        C               A              
  489        B               A              
  490        C               A              
  491        D               A              
  493        D               C              
  494        A               B              
  496        C               A              
  497        D               A              
  498        C               B              
  500        A               B              
  501        C               B              
  502        B               A              
  503        D               B              
  504        B               A              
  505        D               A              
  506        B               C              
  507        B               C              
  508        B               A              
  510        D               B              
  511        C               A              
  512        B               C              
  513        A               C              
  514        A               B              
  515        A               D              
  516        C               B              
  517        D               C              
  518        C               B              
  519        B               A              
  521        B               C              
  522        B               A              
  523        D               C              
  524        C               A              
  525        C               A              
  526        B               C              
  527        D               B              
  528        A               C              
  530        D               B              
  531        D               A              
  533        A               D              
  534        A               C              
  536        D               A              
  537        D               B              
  538        C               B              
  539        D               C              
  540        D               C              
  541        B               C              
  542        A               D              
  543        C               A              
  544        D               C              
  545        A               C              
  546        B               C              
  547        B               A              
  549        B               A              
  551        C               A              
  553        A               C              
  554        D               A              
  555        C               B              
  556        C               A              
  558        A               C              
  560        C               A              
  562        C               A              
  563        B               A              
  565        A               C              
  566        B               A              
  567        D               A              
  570        D               B              
  574        D               B              
  575        A               C              
  576        A               B              
  577        D               A              
  578        B               A              
  579        A               C              
  580        A               D              
  581        D               C              
  585        B               A              
  589        D               C              
  590        D               A              
  591        B               A              
  592        C               A              
  593        D               B              
  594        C               A              
  596        A               B              
  598        B               D              
  600        B               A              
  603        C               A              
  604        A               C              
  605        C               A              
  607        D               B              
  610        A               C              
  611        A               C              
  612        A               B              
  613        C               A              
  614        D               C              
  615        B               A              
  617        B               A              
  618        D               B              
  620        A               C              
  621        B               A              
  622        B               D              
  623        A               C              
  624        A               C              
  625        C               A              
  627        A               C              
  628        D               B              
  629        D               A              
  630        B               A              
  631        D               B              
  632        A               C              
  633        D               C              
  634        B               C              
  635        C               A              
  636        D               A              
  639        C               A              
  640        B               C              
  641        D               A              
  642        B               D              
  643        D               C              
  644        B               A              
  645        B               A              
  646        D               A              
  647        A               C              
  648        B               A              
  649        C               A              
  650        D               A              
  651        D               C              
  652        C               A              
  653        C               A              
  654        D               C              
  655        C               A              
  656        D               B              
  657        D               C              
  658        A               C              
  659        A               D              
  660        C               B              
  661        B               C              
  662        B               C              
  663        D               C              
  664        C               A              
  665        D               A              
  666        C               A              
  667        A               C              
  668        D               B              
  669        D               C              
  670        B               C              
  671        B               A              
  672        B               A              
  673        B               C              
  674        D               C              
  676        B               A              
  677        A               C              
  678        D               A              
  679        A               B              
  680        B               A              
  683        B               C              
  684        B               A              
  685        B               A              
  687        A               D              
  688        D               C              
  689        B               A              
  690        D               A              
  692        C               B              
  693        D               A              
  694        D               C              
  695        D               C              
  697        C               A              
  698        C               A              
  700        C               A              
  702        A               C              
  703        A               B              
  705        D               A              
  708        C               A              
  709        C               A              
  711        D               A              
  712        D               A              
  714        D               C              
  715        D               B              
  716        B               A              
  717        A               B              
  718        D               A              
  719        C               B              
  720        B               D              
  721        D               A              
  723        D               B              
  724        B               D              
  725        B               A              
  726        C               A              
  729        B               A              
  731        D               C              
  734        B               A              
  735        B               A              
  736        A               B              
  737        D               A              
  738        A               D              
  739        D               B              
  740        A               C              
  742        C               D              
  743        A               C              
  744        D               A              
  746        D               A              
  747        D               A              
  748        A               C              
  749        C               A              
  750        B               C              
  751        D               C              
  752        D               C              
  753        D               A              
  754        B               C              
  755        A               D              
  756        C               D              
  757        B               A              
  758        B               A              
  759        C               A              
  760        D               A              
  761        C               A              
  762        B               D              
  763        C               A              
  766        A               B              
  767        B               A              
  768        B               A              
  769        B               C              
  770        D               C              
  771        B               A              
  774        D               A              
  775        B               C              
  776        B               A              
  777        B               C              
  778        C               A              
  779        C               A              
  780        A               B              
  782        A               D              
  784        D               A              
  785        D               B              
  786        B               A              
  787        A               C              
  788        A               C              
  789        D               A              
  790        C               A              
  791        C               B              
  794        C               A              
  795        D               C              
  796        D               A              
  798        D               A              
  799        B               D              
  800        B               C              
  801        D               A              
  802        B               A              
  803        D               A              
  804        D               A              
  806        B               C              
  807        B               A              
  808        C               A              
  810        C               A              
  811        D               B              
  813        B               A              
  816        C               D              
  817        A               C              
  818        D               A              
  820        D               C              
  821        B               C              
  823        D               A              
  824        A               C              
  825        C               D              
  826        D               C              
  827        B               A              
  828        D               A              
  829        B               D              
  830        A               B              
  831        C               A              
  832        D               C              
  834        D               A              
  837        A               B              
  839        A               C              
  840        B               C              
  842        D               A              
  843        B               C              
  845        D               A              
  847        D               C              
  849        D               C              
  850        D               A              
  851        B               A              
  852        D               C              
  853        C               A              
  854        C               D              
  855        D               A              
  856        C               A              
  857        B               A              
  858        C               A              
  859        C               A              
  861        C               A              
  862        D               A              
  865        B               A              
  866        D               A              
  867        C               A              
  868        C               A              
  869        B               C              
  871        C               A              
  872        C               B              
  873        B               C              
  874        B               C              
  875        A               C              
  877        D               B              
  878        C               A              
  881        B               A              
  882        D               B              
  883        D               A              
  886        B               A              
  887        D               A              
  888        A               B              
  889        D               B              
  890        C               A              
  892        D               A              
  893        D               A              
  895        B               A              
  896        D               B              
  897        C               D              
  898        D               A              
  899        D               C              
  900        D               A              
  901        D               A              
  902        D               A              
  903        D               A              
  904        C               A              
  905        D               A              
  906        C               A              
  907        D               C              
  908        D               A              
  909        C               A              
  910        D               C              
  913        B               A              
  914        C               A              
  916        B               A              
  917        B               A              
  918        D               A              
  920        D               B              
  921        B               A              
  922        A               D              
  925        D               B              
  926        C               A              
  927        A               B              
  928        C               B              
  929        A               D              
  930        C               A              
  931        B               A              
  932        D               A              
  933        C               A              
  936        C               A              
  937        B               C              
  938        B               C              
  939        A               C              
  940        D               A              
  941        C               B              
  942        B               C              
  943        D               C              
  944        B               D              
  945        D               A              
  947        C               A              
  949        D               A              
  950        D               C              
  951        D               A              
  952        A               B              
  955        A               C              
  956        B               A              
  957        D               A              
  958        B               A              
  960        C               A              
  961        B               A              
  962        D               A              
  963        C               A              
  965        B               C              
  966        D               A              
  968        D               B              
  969        C               A              
  971        A               B              
  972        D               B              
  973        D               A              
  975        B               A              
  977        C               B              
  979        B               A              
  980        A               D              
  981        C               D              
  983        B               A              
  984        D               B              
  986        B               C              
  987        C               A              
  989        D               B              
  990        A               B              
  993        D               A              
  994        D               C              
  995        C               B              
  996        B               A              
  997        D               A              
  998        B               C              
  999        C               A              
  1000       B               A              
  1001       B               A              
  1002       B               A              
  1003       B               A              
  1004       D               A              
  1005       B               A              
  1006       D               C              
  1007       D               C              
  1008       B               A              
  1009       C               A              
  1010       D               A              
  1011       B               A              
  1012       D               C              
  1014       D               B              
  1015       A               B              
  1016       A               C              
  1019       A               D              
  1020       D               A              
  1021       D               B              
  1022       C               A              
  1024       B               C              
  1026       D               A              
  1027       B               A              
  1030       C               A              
  1032       B               C              
  1033       B               A              
  1034       D               C              
  1036       C               D              
  1038       C               B              
  1039       D               A              
  1040       D               A              
  1041       A               C              
  1042       D               A              
  1043       B               A              
  1045       D               A              
  1046       C               A              
  1047       B               C              
  1048       D               C              
  1049       A               D              
  1050       A               C              
  1051       C               A              
  1055       B               A              
  1056       A               C              
  1057       C               A              
  1059       D               A              
  1061       B               A              
  1062       D               C              
  1063       D               A              
  1064       B               A              
  1066       D               A              
  1067       A               B              
  1068       D               A              
  1069       D               A              
  1070       D               A              
  1071       D               C              
  1074       D               B              
  1075       C               B              
  1076       C               A              
  1077       B               A              
  1078       D               A              
  1079       C               A              
  1080       C               A              
  1081       B               A              
  1082       A               D              
  1085       A               B              
  1087       B               A              
  1089       C               B              
  1090       B               D              
  1091       C               D              
  1092       B               A              
  1093       D               A              
  1094       C               B              
  1095       D               A              
  1096       C               A              
  1099       C               A              
  1101       D               A              
  1102       C               B              
  1103       B               C              
  1104       B               C              
  1105       B               D              
  1106       C               A              
  1107       B               A              
  1108       C               A              
  1109       B               A              
  1110       A               D              
  1111       A               D              
  1113       C               A              
  1114       A               B              
  1115       D               A              
  1116       B               A              
  1118       C               A              
  1119       B               A              
  1121       B               C              
  1122       C               A              
  1123       A               D              
  1124       B               C              
  1125       C               D              
  1126       A               C              
  1127       D               A              
  1128       B               D              
  1129       B               A              
  1130       B               A              
  1131       D               A              
  1132       D               B              
  1134       C               A              
  1135       C               A              
  1137       C               A              
  1138       D               C              
  1139       A               C              
  1141       D               A              
  1142       D               C              
  1143       C               A              
  1145       D               B              
  1147       D               B              
  1148       C               A              
  1152       C               A              
  1153       D               A              
  1154       C               B              
  1155       B               C              
  1158       B               A              
  1159       C               A              
  1161       B               C              
  1162       C               B              
  1163       B               C              
  1164       C               A              
  1165       D               B              
  1167       C               B              
  1168       C               A              
  1169       D               B              
  1170       C               A              
  1171       B               C              
  1173       B               A              
  1174       B               D              
  1175       B               A              
  1177       A               D              
  1178       C               B              
  1179       B               A              
  1180       D               A              
  1181       D               A              
  1182       C               A              
  1183       A               C              
  1184       C               B              
  1187       C               A              
  1188       A               B              
  1189       C               A              
  1190       D               A              
  1192       D               A              
  1193       D               A              
  1195       C               D              
  1196       C               A              
  1197       C               A              
  1198       A               C              
  1199       D               A              
  1201       A               C              
  1202       B               A              
  1203       C               A              
  1204       B               A              
  1206       A               C              
  1207       D               B              
  1208       D               A              
  1209       D               A              
  1210       D               A              
  1211       C               A              
  1213       C               A              
  1215       B               A              
  1217       C               A              
  1218       A               D              
  1219       C               A              
  1222       D               B              
  1223       C               A              
  1224       D               C              
  1225       D               A              
  1226       A               C              
  1227       C               D              
  1229       D               A              
  1230       C               B              
  1231       A               C              
  1233       B               D              
  1234       C               A              
  1235       C               A              
  1237       A               B              
  1238       A               C              
  1240       B               A              
  1241       C               A              
  1242       D               C              
  1243       D               C              
  1244       A               B              
  1245       C               A              
  1246       D               A              
  1249       B               C              
  1251       C               A              
  1252       D               B              
  1253       B               A              
  1254       D               A              
  1257       D               A              
  1258       D               C              
  1259       D               B              
  1261       D               A              
  1262       C               A              
  1263       C               A              
  1264       A               B              
  1267       B               C              
  1270       B               A              
  1272       C               B              
  1273       C               A              
  1274       A               C              
  1275       D               C              
  1276       B               C              
  1278       C               A              
  1280       A               B              
  1283       A               B              
  1284       C               A              
  1286       C               B              
  1289       C               A              
  1290       C               A              
  1291       D               A              
  1292       B               A              
  1293       C               A              
  1294       C               A              
  1295       C               D              
  1296       D               B              
  1298       D               A              
  1299       C               B              
  1300       C               A              
  1303       C               A              
  1304       A               C              
  1305       C               B              
  1306       B               C              
  1309       A               B              
  1312       D               A              
  1313       D               A              
  1314       D               A              
  1315       A               B              
  1316       B               A              
  1317       B               A              
  1318       D               A              
  1319       A               C              
  1320       C               A              
  1324       D               B              
  1325       D               A              
  1326       C               A              
  1328       A               D              
  1329       D               C              
  1331       A               B              
  1333       D               A              
  1336       C               A              
  1337       A               C              
  1338       C               A              
  1339       B               A              
  1340       A               C              
  1341       C               B              
  1342       A               B              
  1343       B               C              
  1344       B               A              
  1346       D               C              
  1347       A               B              
  1348       C               A              
  1349       D               A              
  1351       D               A              
  1353       C               D              
  1354       A               C              
  1355       D               A              
  1356       D               C              
  1357       C               B              
  1358       B               A              
  1360       A               C              
  1362       D               C              
  1363       B               A              
  1364       B               A              
  1365       D               C              
  1367       D               A              
  1368       B               A              
  1369       A               D              
  1371       B               A              
  1372       A               C              
  1373       B               A              
  1374       C               A              
  1375       C               A              
  1376       B               C              
  1377       D               A              
  1379       A               B              
  1380       D               A              
  1383       D               C              
  1385       D               A              
  1387       A               D              
  1388       B               A              
  1389       B               C              
  1390       B               C              
  1392       C               B              
  1393       A               B              
  1395       B               C              
  1396       C               B              
  1398       C               A              
  1399       A               C              
  1400       D               B              
  1401       D               A              
  1403       A               D              
  1404       B               D              
  1405       D               A              
  1406       D               B              
  1407       A               D              
  1408       C               D              
  1409       B               D              
  1410       B               A              
  1412       C               A              
  1413       C               A              
  1414       D               A              
  1415       B               C              
  1416       B               C              
  1418       C               A              
  1420       D               C              
  1421       D               C              
  1422       B               A              
  1424       C               A              
  1425       D               A              
  1426       A               C              
  1427       B               C              
  1428       A               B              
  1429       C               A              
  1430       B               A              
  1431       C               A              
  1432       B               A              
  1433       D               A              
  1434       C               B              
  1436       B               C              
  1437       C               D              
  1438       C               D              
  1439       B               C              
  1440       C               A              
  1441       D               A              
  1442       B               A              
  1444       B               A              
  1445       B               A              
  1446       D               A              
  1448       D               C              
  1450       A               B              
  1451       B               C              
  1453       B               A              
  1454       B               C              
  1455       A               C              
  1456       D               A              
  1459       C               A              
  1460       B               C              
  1461       C               A              
  1462       C               A              
  1463       B               D              
  1464       D               C              
  1466       C               B              
  1467       A               C              
  1468       B               A              
  1469       D               C              
  1470       A               C              
  1471       A               D              
  1472       C               A              
  1473       D               A              
  1474       D               A              
  1477       A               B              
  1478       D               C              
  1479       A               C              
  1480       D               C              
  1481       C               D              
  1482       B               A              
  1483       C               A              
  1485       D               A              
  1487       D               B              
  1488       D               C              
  1490       D               A              
  1491       A               B              
  1493       B               C              
  1494       D               A              
  1495       B               D              
  1497       C               B              
  1502       B               D              
  1503       D               C              
  1505       C               A              
  1506       B               C              
  1507       D               B              
  1508       B               A              
  1512       D               A              
  1513       C               A              
  1514       D               C              
  1515       C               D              
  1516       A               C              
  1518       B               A              
  1519       D               A              
  1520       B               A              
  1521       B               C              
  1523       C               A              
  1524       D               A              
  1525       D               C              
  1526       A               D              
  1527       A               D              
  1528       D               A              
  1530       B               A              
  1531       B               A              
  1532       C               B              
  1534       C               A              
  1535       C               A              
  1537       D               A              
  1538       C               D              
  1540       C               A              
  1541       D               C              
  1542       D               B              
  1543       D               A              
  1544       D               C              
  1545       D               C              
  1546       C               A              
  1548       B               D              
  1549       C               D              
  1552       A               C              
  1553       B               C              
  1555       A               C              
  1556       D               A              
  1557       B               D              
  1558       C               A              
  1560       B               A              
  1562       D               A              
  1563       B               C              
  1564       C               A              
  1565       C               B              
  1566       A               C              
  1567       A               B              
  1568       B               C              
  1570       D               C              
  1571       B               A              
  1572       D               A              
  1573       A               C              
  1574       C               A              
  1575       C               A              
  1577       D               C              
  1579       B               A              
  1580       C               A              
  1581       D               B              
  1582       D               A              
  1583       B               A              
  1584       D               A              
  1585       B               C              
  1587       C               A              
  1588       D               C              
  1589       D               B              
  1590       B               D              
  1591       C               A              
  1594       B               A              
  1595       D               B              
  1596       D               C              
  1597       D               A              
  1600       D               C              
  1605       D               C              
  1606       C               A              
  1607       B               D              
  1608       B               A              
  1609       A               B              
  1610       C               A              
  1612       C               A              
  1613       B               C              
  1614       B               A              
  1615       B               C              
  1617       B               A              
  1619       B               C              
  1620       C               B              
  1621       D               A              
  1622       C               A              
  1623       B               A              
  1625       A               C              
  1626       B               A              
  1627       C               A              
  1628       D               A              
  1629       B               A              
  1631       A               C              
  1633       B               C              
  1634       A               B              
  1635       B               C              
  1637       D               C              
  1638       B               A              
  1639       A               C              
  1640       B               C              
  1641       A               C              
  1644       D               A              
  1645       D               B              
  1646       B               A              
  1647       B               A              
  1649       D               C              
  1650       B               A              
  1651       D               C              
  1652       B               A              
  1653       D               A              
  1654       A               B              
  1656       C               D              
  1657       B               A              
  1658       B               C              
  1659       C               B              
  1660       D               C              
  1661       A               C              
  1662       A               B              
  1664       B               A              
  1665       B               A              
  1666       D               A              
  1668       D               C              
  1670       B               A              
  1671       C               A              
  1672       B               A              
  1675       D               B              
  1679       A               C              
  1680       B               A              
  1681       D               A              
  1682       B               A              
  1684       B               A              
  1685       C               D              
  1687       C               B              
  1688       A               C              
  1690       B               A              
  1691       D               A              
  1693       B               C              
  1694       D               C              
  1695       B               C              
  1696       C               D              
  1698       D               C              
  1699       C               D              
  1700       D               A              
  1701       C               B              
  1702       D               C              
  1703       D               A              
  1705       B               A              
  1706       D               B              
  1707       D               A              
  1708       D               A              
  1709       A               B              
  1710       C               A              
  1711       A               C              
  1712       A               B              
  1713       C               A              
  1715       D               B              
  1719       D               A              
  1720       B               A              
  1721       C               D              
  1722       D               C              
  1724       B               A              
  1726       A               C              
  1727       B               A              
  1729       B               A              
  1731       B               C              
  1732       B               C              
  1736       A               B              
  1737       B               A              
  1740       C               B              
  1741       B               A              
  1742       C               A              
  1743       A               C              
  1744       C               A              
  1745       A               C              
  1747       D               A              
  1748       B               C              
  1749       B               A              
  1751       A               D              
  1753       A               D              
  1758       B               A              
  1759       A               B              
  1760       A               C              
  1761       D               A              
  1762       B               A              
  1765       D               C              
  1766       D               A              
  1767       D               B              
  1768       D               C              
  1769       A               C              
  1771       A               B              
  1772       A               C              
  1773       C               A              
  1774       D               A              
  1775       C               A              
  1776       D               C              
  1777       D               A              
  1778       C               A              
  1779       C               B              
  1780       D               A              
  1781       C               A              
  1782       A               B              
  1783       D               C              
  1784       C               A              
  1785       B               C              
  1788       B               C              
  1789       B               A              
  1791       C               B              
  1792       A               B              
  1794       D               A              
  1796       B               A              
  1797       B               A              
  1800       B               C              
  1801       B               A              
  1802       B               A              
  1804       D               B              
  1805       A               B              
  1806       B               A              
  1807       B               A              
  1808       B               A              
  1809       A               B              
  1810       C               A              
  1811       B               A              
  1812       B               C              
  1813       C               A              
  1814       C               A              
  1815       D               B              
  1816       B               A              
  1817       D               A              
  1818       A               D              
  1819       D               A              
  1820       D               A              
  1824       A               C              
  1825       C               D              
  1826       D               A              
  1828       C               A              
  1829       B               A              
  1830       B               A              
  1831       C               A              
  1832       C               A              
  1833       C               B              
  1834       C               A              
  1835       C               B              
  1837       C               B              
  1838       C               B              
  1840       B               A              
  1842       C               A              
  1844       D               A              
  1845       D               C              
  1847       D               B              
  1848       C               A              
  1849       D               A              
  1850       A               C              
  1851       D               A              
  1852       C               A              
  1853       A               B              
  1855       B               C              
  1856       A               C              
  1858       A               C              
  1860       B               C              
  1861       A               B              
  1862       B               A              
  1863       C               A              
  1866       B               C              
  1867       D               A              
  1868       D               A              
  1870       D               A              
  1872       B               A              
  1873       D               B              
  1874       B               C              
  1875       A               C              
  1876       C               A              
  1877       B               C              
  1878       D               A              
  1880       D               C              
  1882       D               B              
  1883       B               C              
  1884       A               B              
  1885       D               A              
  1887       D               A              
  1889       D               B              
  1890       A               B              
  1891       C               A              
  1892       A               C              
  1893       B               A              
  1894       D               C              
  1895       B               A              
  1897       B               D              
  1898       A               C              
  1899       A               C              
  1900       C               A              
  1901       B               A              
  1902       B               A              
  1903       D               A              
  1904       B               A              
  1905       A               C              
  1908       C               A              
  1910       B               A              
  1913       D               A              
  1914       A               B              
  1915       C               D              
  1916       D               C              
  1917       B               C              
  1919       A               C              
  1920       A               C              
  1922       C               A              
  1924       D               C              
  1925       C               A              
  1926       B               A              
  1927       A               D              
  1929       B               A              
  1930       C               A              
  1931       C               A              
  1932       C               A              
  1933       C               A              
  1934       D               A              
  1935       C               A              
  1937       D               C              
  1938       C               A              
  1939       A               C              
  1940       A               C              
  1941       C               A              
  1942       C               A              
  1943       C               B              
  1945       A               C              
  1948       A               C              
  1950       B               C              
  1951       D               C              
  1952       D               A              
  1953       C               A              
  1954       A               C              
  1955       C               B              
  1957       A               C              
  1958       B               D              
  1959       C               A              
  1960       C               A              
  1961       C               B              
  1962       C               A              
  1963       D               A              
  1965       B               A              
  1966       D               A              
  1967       C               B              
  1970       A               C              
  1971       D               A              
  1972       B               C              
  1973       C               A              
  1974       B               A              
  1975       D               A              
  1977       C               D              
  1978       B               A              
  1980       C               A              
  1981       C               A              
  1982       A               B              
  1983       C               A              
  1984       A               D              
  1985       A               B              
  1986       B               C              
  1987       D               C              
  1988       D               A              
  1989       D               C              
  1991       A               B              
  1993       A               C              
  1994       B               D              
  1995       D               A              
  1997       B               A              

--------------------------------------------------

Dataset: PenTest
  Total questions: 85
  Correct answers: 82
  Incorrect answers: 3
  Accuracy: 96.47%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  44         C               A              
  67         B               D              
  80         C               B              

--------------------------------------------------

Dataset: VAPT Tools
  Total questions: 499
  Correct answers: 245
  Incorrect answers: 254
  Accuracy: 49.10%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  1          A               D              
  3          A               D              
  4          A               C              
  6          A               B              
  7          A               B              
  8          A               C              
  9          A               B              
  13         A               C              
  17         A               C              
  18         A               B              
  19         A               B              
  23         A               C              
  25         A               C              
  27         A               C              
  35         A               B              
  39         A               D              
  41         A               C              
  43         A               D              
  44         A               C              
  48         A               B              
  49         A               B              
  52         A               C              
  55         A               D              
  66         A               D              
  67         A               B              
  69         A               C              
  75         A               C              
  81         A               C              
  83         A               B              
  88         A               C              
  91         A               C              
  93         A               B              
  96         A               B              
  97         A               B              
  99         A               B              
  100        A               B              
  102        A               C              
  103        C               A              
  105        A               C              
  106        A               D              
  107        A               B              
  108        A               D              
  109        A               C              
  113        A               C              
  115        A               B              
  116        A               D              
  117        A               B              
  118        A               C              
  119        A               B              
  120        A               C              
  121        A               B              
  123        A               D              
  130        D               C              
  136        D               A              
  139        A               B              
  142        A               B              
  144        A               B              
  145        A               C              
  146        A               B              
  149        A               D              
  152        A               B              
  155        A               B              
  165        A               C              
  166        D               A              
  169        A               D              
  171        A               C              
  175        A               C              
  177        A               B              
  178        D               A              
  179        A               B              
  180        A               D              
  183        A               B              
  187        A               D              
  193        A               B              
  196        A               B              
  197        A               B              
  198        A               C              
  200        A               C              
  201        C               A              
  202        A               B              
  203        A               B              
  204        A               B              
  205        A               B              
  206        A               C              
  207        A               D              
  208        A               B              
  209        A               C              
  212        A               D              
  213        A               B              
  214        C               B              
  218        A               C              
  219        A               B              
  220        A               C              
  221        A               B              
  223        A               D              
  228        A               C              
  229        A               C              
  233        A               B              
  234        A               D              
  236        A               D              
  237        A               B              
  238        A               B              
  239        A               C              
  240        A               B              
  241        A               B              
  243        A               C              
  245        A               B              
  247        A               C              
  249        A               D              
  251        A               B              
  256        A               C              
  259        A               B              
  262        A               D              
  263        A               C              
  264        A               C              
  265        A               B              
  266        A               B              
  267        A               D              
  269        A               B              
  271        A               B              
  273        A               B              
  277        A               B              
  278        A               C              
  279        A               C              
  282        A               C              
  287        A               D              
  292        A               B              
  293        A               D              
  297        A               C              
  300        A               B              
  301        B               A              
  302        A               C              
  304        A               C              
  309        A               D              
  310        B               A              
  311        A               D              
  312        A               B              
  316        A               D              
  317        A               D              
  319        A               C              
  320        A               D              
  322        A               C              
  324        A               B              
  325        A               D              
  326        A               B              
  327        A               B              
  328        A               B              
  329        A               C              
  330        D               A              
  332        A               B              
  334        A               C              
  336        A               C              
  338        A               B              
  340        A               C              
  341        A               B              
  342        A               D              
  344        A               D              
  347        A               D              
  349        A               B              
  350        A               B              
  356        A               B              
  365        A               D              
  366        D               A              
  367        A               C              
