DETAILED RESULTS FOR GEMMA2
================================================================================

MCQ EVALUATION RESULTS
--------------------------------------------------

Dataset: CVE
  Total questions: 2000
  Correct answers: 445
  Incorrect answers: 1555
  Accuracy: 22.25%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  64         A               C              
  65         A               B              
  66         D               A              
  69         C               A              
  70         B               A              
  71         B               C              
  72         A               D              
  73         D               A              
  74         D               A              
  75         D               C              
  76         C               A              
  77         B               D              
  79         B               D              
  80         B               A              
  81         D               A              
  84         D               C              
  85         A               C              
  87         A               D              
  88         B               A              
  91         B               A              
  92         D               B              
  93         C               B              
  94         C               B              
  95         D               A              
  96         A               B              
  97         A               D              
  98         B               A              
  99         D               C              
  100        C               B              
  102        D               B              
  103        B               C              
  104        D               A              
  105        D               A              
  106        C               D              
  108        B               D              
  109        D               A              
  111        A               C              
  113        B               C              
  114        D               A              
  115        B               D              
  117        A               C              
  118        C               A              
  119        C               B              
  121        D               A              
  122        C               D              
  123        C               A              
  124        D               A              
  125        D               C              
  126        A               C              
  127        B               D              
  128        D               A              
  129        C               A              
  130        D               A              
  131        D               A              
  132        D               A              
  133        D               A              
  134        B               C              
  135        C               D              
  136        B               C              
  137        A               B              
  138        A               B              
  139        A               B              
  140        B               C              
  142        D               A              
  143        D               B              
  144        D               A              
  146        B               D              
  148        D               C              
  149        D               A              
  150        C               A              
  151        B               A              
  152        C               D              
  153        D               A              
  155        B               D              
  156        D               C              
  157        B               A              
  158        A               D              
  159        A               C              
  162        C               A              
  163        B               A              
  164        C               D              
  165        D               B              
  166        D               B              
  168        D               C              
  169        B               D              
  170        B               C              
  173        A               C              
  174        B               A              
  175        A               C              
  179        A               C              
  180        A               D              
  181        C               B              
  182        D               A              
  183        A               C              
  184        A               C              
  185        B               A              
  186        D               A              
  187        D               C              
  188        D               A              
  189        B               C              
  190        A               D              
  191        B               A              
  192        D               C              
  193        D               C              
  194        D               A              
  195        D               A              
  196        D               C              
  197        B               A              
  198        D               B              
  201        C               A              
  203        B               D              
  205        D               A              
  207        B               A              
  208        D               C              
  209        B               D              
  210        C               D              
  211        C               D              
  212        A               D              
  213        C               A              
  214        D               A              
  215        B               C              
  217        D               C              
  220        B               D              
  221        D               A              
  222        B               D              
  223        B               A              
  224        A               B              
  225        A               D              
  226        D               A              
  228        B               C              
  229        D               C              
  230        D               C              
  231        D               A              
  232        D               B              
  233        D               A              
  234        C               A              
  235        A               B              
  236        D               A              
  237        C               A              
  238        C               A              
  239        D               C              
  240        B               C              
  241        A               B              
  242        A               C              
  243        C               A              
  244        C               A              
  246        C               A              
  247        D               A              
  248        A               B              
  249        D               A              
  251        B               D              
  253        D               C              
  254        A               C              
  256        B               C              
  257        A               B              
  258        B               C              
  259        D               A              
  260        A               C              
  261        B               C              
  262        C               D              
  264        A               C              
  265        B               A              
  267        B               D              
  270        C               A              
  271        D               C              
  276        A               C              
  277        A               C              
  278        C               A              
  279        B               A              
  280        A               C              
  281        B               C              
  284        B               A              
  285        A               C              
  289        C               D              
  290        D               A              
  292        C               B              
  294        B               D              
  295        B               D              
  296        B               D              
  297        B               A              
  298        D               A              
  300        C               A              
  301        D               A              
  302        D               C              
  303        D               B              
  305        A               C              
  307        B               A              
  308        A               B              
  310        A               D              
  311        C               A              
  312        D               A              
  313        A               C              
  314        D               B              
  315        B               C              
  316        D               B              
  317        D               C              
  319        D               C              
  320        B               C              
  321        A               D              
  322        B               A              
  323        A               D              
  324        D               C              
  326        D               A              
  328        C               A              
  329        B               C              
  331        C               A              
  332        C               D              
  333        B               A              
  334        D               A              
  335        B               A              
  336        B               A              
  338        B               D              
  339        D               A              
  341        C               A              
  342        C               A              
  343        A               D              
  344        A               B              
  347        B               C              
  348        B               A              
  349        C               A              
  350        B               D              
  351        C               A              
  354        D               B              
  355        C               A              
  357        D               C              
  358        B               A              
  359        C               A              
  361        B               A              
  362        A               C              
  363        C               A              
  364        C               D              
  365        B               A              
  367        A               D              
  370        A               C              
  372        B               A              
  373        B               C              
  374        B               C              
  375        B               A              
  377        D               B              
  378        B               A              
  380        D               C              
  381        B               A              
  384        C               D              
  385        A               C              
  386        C               B              
  387        C               A              
  391        D               C              
  392        B               C              
  393        B               D              
  394        C               B              
  395        C               D              
  396        A               B              
  397        B               A              
  401        C               A              
  402        D               A              
  404        B               A              
  406        B               C              
  407        A               D              
  408        A               C              
  409        D               C              
  410        B               A              
  411        C               A              
  412        C               A              
  413        B               C              
  414        A               C              
  417        B               D              
  418        B               D              
  419        A               C              
  420        B               C              
  421        A               B              
  423        C               B              
  424        A               C              
  425        B               A              
  426        B               A              
  427        B               C              
  429        A               C              
  430        B               D              
  432        B               D              
  433        A               D              
  434        C               B              
  435        A               D              
  437        D               B              
  438        A               D              
  439        B               D              
  440        D               C              
  442        D               A              
  443        C               A              
  444        D               A              
  445        D               C              
  446        D               A              
  447        D               C              
  449        D               A              
  450        C               A              
  451        B               A              
  452        B               D              
  453        B               D              
  455        C               B              
  457        D               C              
  461        D               A              
  463        B               C              
  464        B               A              
  468        B               D              
  469        B               C              
  471        B               A              
  473        B               C              
  474        C               A              
  475        B               A              
  476        B               A              
  477        A               C              
  478        B               A              
  479        A               D              
  481        A               B              
  482        C               B              
  483        C               A              
  484        D               B              
  485        D               A              
  486        D               A              
  487        C               A              
  488        C               A              
  489        B               C              
  490        C               D              
  491        D               C              
  493        D               B              
  494        A               B              
  495        A               C              
  496        C               A              
  497        D               A              
  500        A               B              
  502        B               A              
  503        D               B              
  504        B               A              
  505        D               A              
  506        B               D              
  507        B               A              
  508        B               A              
  509        B               A              
  510        D               C              
  511        C               A              
  512        B               C              
  513        A               C              
  514        A               D              
  515        A               D              
  517        D               C              
  518        C               B              
  519        B               C              
  520        A               B              
  521        B               A              
  522        B               C              
  523        D               C              
  525        C               A              
  526        B               C              
  527        D               A              
  528        A               C              
  530        D               C              
  531        D               B              
  533        A               D              
  534        A               B              
  535        A               D              
  536        D               B              
  537        D               B              
  538        C               D              
  539        D               B              
  540        D               C              
  541        B               C              
  542        A               D              
  543        C               A              
  545        A               C              
  547        B               A              
  549        B               A              
  550        A               C              
  551        C               A              
  553        A               D              
  554        D               C              
  555        C               B              
  556        C               A              
  557        D               A              
  559        B               C              
  560        C               D              
  563        B               A              
  566        B               A              
  567        D               A              
  568        C               A              
  570        D               B              
  572        D               B              
  578        B               D              
  581        D               C              
  582        A               D              
  584        A               C              
  585        B               D              
  586        A               B              
  587        C               B              
  589        D               C              
  590        D               A              
  591        B               A              
  592        C               D              
  594        C               A              
  595        A               D              
  596        A               D              
  598        B               C              
  599        C               B              
  600        B               D              
  602        A               C              
  603        C               A              
  606        D               B              
  607        D               B              
  609        B               A              
  610        A               C              
  612        A               D              
  613        C               A              
  614        D               B              
  615        B               C              
  616        C               B              
  617        B               D              
  618        D               B              
  619        A               C              
  620        A               C              
  621        B               D              
  622        B               C              
  623        A               C              
  625        C               A              
  626        A               C              
  628        D               B              
  629        D               B              
  630        B               A              
  631        D               B              
  632        A               D              
  633        D               C              
  634        B               A              
  635        C               A              
  636        D               C              
  640        B               A              
  641        D               A              
  642        B               D              
  643        D               C              
  644        B               D              
  645        B               A              
  646        D               B              
  647        A               C              
  648        B               A              
  650        D               A              
  651        D               C              
  652        C               A              
  653        C               B              
  655        C               B              
  656        D               B              
  657        D               C              
  658        A               C              
  659        A               B              
  660        C               D              
  661        B               A              
  662        B               D              
  663        D               C              
  664        C               D              
  666        C               A              
  667        A               B              
  668        D               A              
  669        D               C              
  670        B               C              
  671        B               C              
  672        B               A              
  673        B               A              
  674        D               A              
  675        B               C              
  676        B               C              
  679        A               D              
  680        B               A              
  681        C               A              
  683        B               C              
  684        B               A              
  685        B               A              
  686        B               C              
  687        A               B              
  688        D               A              
  689        B               A              
  690        D               A              
  691        C               A              
  692        C               A              
  693        D               A              
  694        D               B              
  696        B               D              
  698        C               B              
  702        A               D              
  703        A               D              
  704        B               C              
  705        D               A              
  708        C               D              
  710        A               B              
  711        D               C              
  712        D               A              
  714        D               A              
  715        D               C              
  717        A               B              
  718        D               A              
  719        C               A              
  720        B               D              
  721        D               A              
  722        A               B              
  723        D               C              
  724        B               D              
  725        B               A              
  726        C               A              
  729        B               C              
  730        C               D              
  731        D               C              
  735        B               D              
  736        A               B              
  737        D               A              
  738        A               C              
  739        D               B              
  740        A               C              
  742        C               D              
  744        D               A              
  747        D               B              
  749        C               D              
  750        B               A              
  751        D               B              
  752        D               C              
  753        D               B              
  755        A               C              
  757        B               A              
  758        B               D              
  759        C               A              
  760        D               A              
  761        C               A              
  762        B               A              
  763        C               D              
  764        B               C              
  766        A               D              
  767        B               A              
  768        B               C              
  769        B               C              
  770        D               C              
  771        B               C              
  772        A               D              
  773        A               D              
  774        D               A              
  776        B               C              
  777        B               A              
  778        C               A              
  779        C               B              
  780        A               D              
  781        A               C              
  782        A               D              
  785        D               A              
  786        B               A              
  788        A               C              
  789        D               C              
  790        C               B              
  792        C               B              
  795        D               C              
  796        D               A              
  797        A               D              
  798        D               A              
  799        B               D              
  800        B               D              
  801        D               A              
  802        B               C              
  803        D               B              
  804        D               A              
  806        B               A              
  807        B               A              
  808        C               D              
  811        D               C              
  813        B               C              
  815        C               D              
  816        C               D              
  817        A               C              
  819        C               A              
  820        D               C              
  821        B               C              
  823        D               A              
  824        A               D              
  825        C               A              
  826        D               C              
  828        D               C              
  829        B               C              
  830        A               B              
  832        D               C              
  833        C               A              
  834        D               A              
  836        C               D              
  837        A               C              
  839        A               D              
  840        B               C              
  841        A               C              
  842        D               A              
  843        B               A              
  844        A               C              
  845        D               B              
  846        A               C              
  847        D               C              
  848        A               D              
  849        D               C              
  851        B               C              
  852        D               C              
  853        C               D              
  854        C               A              
  856        C               A              
  858        C               A              
  859        C               A              
  860        A               D              
  862        D               B              
  864        A               B              
  865        B               D              
  866        D               A              
  867        C               A              
  869        B               C              
  871        C               A              
  872        C               A              
  873        B               C              
  874        B               D              
  875        A               D              
  876        A               B              
  877        D               A              
  878        C               A              
  879        D               C              
  881        B               A              
  884        A               C              
  886        B               A              
  887        D               A              
  888        A               C              
  890        C               D              
  893        D               A              
  895        B               C              
  896        D               A              
  898        D               A              
  899        D               C              
  901        D               C              
  902        D               B              
  903        D               B              
  906        C               D              
  907        D               C              
  908        D               C              
  913        B               D              
  914        C               A              
  915        A               C              
  916        B               C              
  917        B               A              
  918        D               A              
  919        B               C              
  920        D               C              
  921        B               A              
  923        A               C              
  924        A               C              
  926        C               D              
  927        A               B              
  928        C               D              
  929        A               D              
  930        C               A              
  931        B               A              
  933        C               A              
  934        A               B              
  935        A               D              
  936        C               A              
  937        B               D              
  938        B               A              
  940        D               C              
  941        C               D              
  942        B               C              
  943        D               A              
  944        B               C              
  946        A               C              
  948        B               D              
  949        D               A              
  950        D               A              
  952        A               B              
  956        B               A              
  957        D               C              
  958        B               A              
  961        B               A              
  962        D               C              
  963        C               D              
  964        C               A              
  965        B               A              
  966        D               B              
  969        C               A              
  970        C               D              
  971        A               C              
  972        D               A              
  973        D               C              
  975        B               C              
  976        A               D              
  977        C               B              
  979        B               A              
  980        A               C              
  981        C               D              
  982        A               D              
  983        B               A              
  984        D               A              
  985        B               A              
  986        B               C              
  987        C               D              
  989        D               B              
  990        A               D              
  991        B               D              
  993        D               A              
  995        C               A              
  996        B               A              
  997        D               C              
  999        C               D              
  1000       B               A              
  1001       B               A              
  1002       B               D              
  1003       B               A              
  1004       D               A              
  1005       B               D              
  1006       D               A              
  1007       D               A              
  1009       C               A              
  1010       D               C              
  1011       B               A              
  1012       D               A              
  1013       A               D              
  1014       D               C              
  1018       C               A              
  1019       A               D              
  1020       D               A              
  1021       D               C              
  1022       C               A              
  1025       A               D              
  1026       D               A              
  1027       B               C              
  1033       B               A              
  1034       D               C              
  1035       C               D              
  1036       C               D              
  1037       B               A              
  1038       C               B              
  1039       D               A              
  1040       D               A              
  1043       B               D              
  1044       C               D              
  1045       D               C              
  1046       C               B              
  1047       B               D              
  1048       D               B              
  1054       A               C              
  1055       B               D              
  1056       A               C              
  1058       D               C              
  1059       D               B              
  1060       A               C              
  1061       B               D              
  1062       D               C              
  1063       D               A              
  1064       B               A              
  1066       D               C              
  1067       A               B              
  1068       D               B              
  1069       D               C              
  1070       D               A              
  1071       D               C              
  1072       C               D              
  1075       C               A              
  1076       C               A              
  1077       B               C              
  1078       D               A              
  1080       C               A              
  1081       B               A              
  1082       A               C              
  1083       B               A              
  1085       A               B              
  1087       B               D              
  1088       C               B              
  1089       C               B              
  1090       B               A              
  1091       C               B              
  1092       B               D              
  1093       D               A              
  1094       C               D              
  1096       C               D              
  1097       A               D              
  1098       B               D              
  1099       C               A              
  1100       A               D              
  1101       D               C              
  1102       C               B              
  1103       B               C              
  1104       B               D              
  1105       B               C              
  1107       B               D              
  1108       C               D              
  1109       B               C              
  1113       C               A              
  1115       D               B              
  1116       B               C              
  1119       B               D              
  1120       A               C              
  1121       B               D              
  1122       C               B              
  1124       B               D              
  1125       C               A              
  1126       A               C              
  1127       D               B              
  1128       B               C              
  1129       B               A              
  1130       B               A              
  1131       D               A              
  1132       D               B              
  1133       A               C              
  1136       A               B              
  1137       C               B              
  1138       D               C              
  1142       D               B              
  1143       C               A              
  1146       C               A              
  1147       D               A              
  1148       C               A              
  1152       C               A              
  1153       D               A              
  1154       C               B              
  1155       B               C              
  1156       A               C              
  1158       B               A              
  1159       C               D              
  1161       B               D              
  1162       C               D              
  1163       B               A              
  1164       C               A              
  1165       D               A              
  1166       A               D              
  1167       C               D              
  1169       D               C              
  1170       C               A              
  1171       B               A              
  1173       B               D              
  1174       B               D              
  1175       B               A              
  1176       A               B              
  1178       C               D              
  1179       B               A              
  1180       D               A              
  1181       D               B              
  1183       A               C              
  1184       C               B              
  1185       A               C              
  1186       A               B              
  1187       C               A              
  1189       C               B              
  1190       D               C              
  1191       A               B              
  1193       D               C              
  1194       A               C              
  1196       C               A              
  1197       C               A              
  1198       A               D              
  1199       D               A              
  1200       A               D              
  1202       B               A              
  1204       B               A              
  1205       A               C              
  1207       D               B              
  1208       D               A              
  1210       D               A              
  1211       C               D              
  1212       B               C              
  1213       C               A              
  1214       C               B              
  1215       B               C              
  1216       A               C              
  1217       C               A              
  1218       A               C              
  1222       D               C              
  1223       C               A              
  1224       D               C              
  1225       D               A              
  1227       C               D              
  1228       D               A              
  1229       D               A              
  1230       C               B              
  1233       B               D              
  1234       C               A              
  1235       C               D              
  1237       A               D              
  1239       C               A              
  1240       B               D              
  1241       C               D              
  1242       D               A              
  1243       D               C              
  1244       A               B              
  1245       C               A              
  1246       D               A              
  1247       A               D              
  1249       B               D              
  1251       C               A              
  1252       D               B              
  1253       B               A              
  1254       D               A              
  1256       B               D              
  1257       D               A              
  1258       D               C              
  1261       D               A              
  1262       C               B              
  1263       C               D              
  1265       A               C              
  1267       B               A              
  1269       A               B              
  1270       B               A              
  1273       C               A              
  1274       A               C              
  1275       D               C              
  1276       B               C              
  1277       A               D              
  1278       C               D              
  1280       A               D              
  1281       B               D              
  1282       C               A              
  1283       A               B              
  1287       D               A              
  1289       C               A              
  1290       C               A              
  1291       D               C              
  1292       B               A              
  1293       C               A              
  1295       C               D              
  1296       D               C              
  1298       D               A              
  1302       A               D              
  1303       C               D              
  1305       C               B              
  1306       B               C              
  1307       D               C              
  1310       A               D              
  1313       D               A              
  1314       D               C              
  1316       B               C              
  1317       B               A              
  1318       D               A              
  1319       A               D              
  1320       C               B              
  1321       C               A              
  1322       C               A              
  1323       C               B              
  1324       D               B              
  1325       D               A              
  1327       D               C              
  1328       A               D              
  1329       D               B              
  1331       A               D              
  1333       D               A              
  1334       A               C              
  1335       A               C              
  1336       C               A              
  1337       A               C              
  1339       B               C              
  1341       C               A              
  1342       A               B              
  1343       B               C              
  1344       B               D              
  1346       D               A              
  1347       A               B              
  1348       C               A              
  1349       D               B              
  1350       A               C              
  1352       B               A              
  1355       D               A              
  1356       D               A              
  1357       C               D              
  1358       B               A              
  1360       A               D              
  1361       D               C              
  1363       B               D              
  1364       B               D              
  1365       D               C              
  1367       D               A              
  1368       B               D              
  1369       A               D              
  1373       B               C              
  1374       C               A              
  1375       C               A              
  1376       B               D              
  1377       D               A              
  1378       A               D              
  1379       A               C              
  1381       B               C              
  1382       D               A              
  1383       D               C              
  1385       D               C              
  1386       A               C              
  1387       A               C              
  1388       B               D              
  1389       B               D              
  1390       B               D              
  1391       D               C              
  1392       C               B              
  1393       A               B              
  1395       B               D              
  1396       C               D              
  1397       C               D              
  1398       C               A              
  1400       D               A              
  1401       D               C              
  1402       A               C              
  1403       A               C              
  1404       B               A              
  1405       D               C              
  1406       D               B              
  1408       C               D              
  1409       B               D              
  1410       B               A              
  1411       C               D              
  1414       D               A              
  1415       B               A              
  1416       B               A              
  1417       A               D              
  1418       C               D              
  1420       D               A              
  1421       D               C              
  1422       B               D              
  1424       C               D              
  1425       D               A              
  1427       B               C              
  1430       B               D              
  1431       C               B              
  1432       B               D              
  1435       B               D              
  1436       B               C              
  1437       C               D              
  1438       C               D              
  1439       B               C              
  1440       C               A              
  1442       B               A              
  1444       B               C              
  1445       B               D              
  1446       D               B              
  1448       D               A              
  1449       C               D              
  1451       B               A              
  1453       B               D              
  1454       B               C              
  1455       A               D              
  1456       D               C              
  1457       B               A              
  1459       C               A              
  1460       B               C              
  1461       C               A              
  1462       C               A              
  1463       B               A              
  1465       C               A              
  1466       C               A              
  1467       A               B              
  1468       B               A              
  1469       D               C              
  1470       A               D              
  1471       A               B              
  1472       C               A              
  1473       D               B              
  1474       D               C              
  1476       C               A              
  1477       A               B              
  1478       D               C              
  1479       A               C              
  1481       C               D              
  1482       B               A              
  1484       A               C              
  1485       D               C              
  1488       D               B              
  1489       C               A              
  1490       D               A              
  1492       A               B              
  1493       B               D              
  1494       D               A              
  1495       B               D              
  1496       A               B              
  1497       C               D              
  1498       A               C              
  1501       C               D              
  1502       B               D              
  1504       B               A              
  1505       C               A              
  1506       B               A              
  1507       D               B              
  1508       B               C              
  1510       A               D              
  1511       A               D              
  1512       D               B              
  1513       C               D              
  1515       C               D              
  1516       A               C              
  1517       B               C              
  1518       B               D              
  1519       D               A              
  1521       B               C              
  1522       A               C              
  1523       C               D              
  1524       D               B              
  1526       A               D              
  1527       A               D              
  1528       D               C              
  1530       B               A              
  1533       B               D              
  1534       C               B              
  1536       C               A              
  1537       D               A              
  1538       C               D              
  1539       A               C              
  1541       D               B              
  1542       D               C              
  1543       D               A              
  1544       D               C              
  1545       D               A              
  1546       C               A              
  1548       B               A              
  1549       C               B              
  1550       A               B              
  1551       C               A              
  1552       A               B              
  1553       B               D              
  1554       C               B              
  1555       A               B              
  1556       D               A              
  1557       B               C              
  1558       C               A              
  1560       B               C              
  1561       C               A              
  1562       D               B              
  1563       B               D              
  1564       C               A              
  1565       C               D              
  1566       A               C              
  1567       A               B              
  1568       B               A              
  1569       C               D              
  1570       D               C              
  1571       B               C              
  1572       D               B              
  1573       A               B              
  1574       C               A              
  1575       C               B              
  1576       C               A              
  1577       D               A              
  1578       C               B              
  1579       B               D              
  1580       C               A              
  1581       D               A              
  1583       B               A              
  1584       D               A              
  1585       B               A              
  1587       C               D              
  1588       D               C              
  1589       D               A              
  1590       B               D              
  1591       C               A              
  1594       B               D              
  1595       D               B              
  1596       D               A              
  1597       D               A              
  1598       C               A              
  1600       D               C              
  1601       C               B              
  1605       D               A              
  1606       C               A              
  1607       B               D              
  1608       B               C              
  1609       A               D              
  1610       C               B              
  1611       B               C              
  1612       C               A              
  1613       B               C              
  1614       B               D              
  1615       B               D              
  1619       B               A              
  1620       C               D              
  1621       D               A              
  1622       C               D              
  1623       B               A              
  1624       A               B              
  1629       B               D              
  1630       A               D              
  1631       A               C              
  1635       B               D              
  1637       D               C              
  1638       B               A              
  1639       A               C              
  1640       B               D              
  1641       A               D              
  1642       C               A              
  1643       C               B              
  1646       B               A              
  1647       B               A              
  1649       D               A              
  1650       B               A              
  1651       D               A              
  1652       B               D              
  1653       D               A              
  1656       C               D              
  1657       B               A              
  1658       B               C              
  1659       C               A              
  1660       D               A              
  1661       A               B              
  1662       A               B              
  1664       B               A              
  1666       D               C              
  1672       B               C              
  1675       D               C              
  1676       A               C              
  1677       C               B              
  1678       A               D              
  1679       A               C              
  1680       B               A              
  1681       D               C              
  1682       B               A              
  1683       A               C              
  1684       B               A              
  1687       C               B              
  1688       A               C              
  1690       B               C              
  1691       D               B              
  1692       A               C              
  1693       B               A              
  1694       D               C              
  1695       B               A              
  1696       C               A              
  1699       C               A              
  1700       D               B              
  1701       C               B              
  1702       D               C              
  1705       B               D              
  1706       D               B              
  1707       D               C              
  1709       A               D              
  1710       C               A              
  1711       A               B              
  1712       A               C              
  1713       C               A              
  1715       D               A              
  1716       A               D              
  1718       C               B              
  1719       D               A              
  1720       B               C              
  1721       C               B              
  1723       A               C              
  1725       C               A              
  1726       A               D              
  1729       B               D              
  1730       A               D              
  1732       B               A              
  1734       C               B              
  1735       A               B              
  1737       B               A              
  1739       A               B              
  1741       B               A              
  1742       C               A              
  1743       A               C              
  1745       A               D              
  1747       D               A              
  1748       B               C              
  1749       B               D              
  1751       A               D              
  1755       A               D              
  1756       A               C              
  1757       C               A              
  1758       B               D              
  1759       A               B              
  1760       A               D              
  1761       D               A              
  1762       B               D              
  1763       C               D              
  1765       D               C              
  1766       D               A              
  1767       D               C              
  1768       D               C              
  1769       A               B              
  1771       A               D              
  1773       C               D              
  1776       D               C              
  1777       D               C              
  1778       C               A              
  1779       C               D              
  1781       C               A              
  1782       A               B              
  1783       D               C              
  1784       C               B              
  1785       B               C              
  1786       A               D              
  1788       B               C              
  1789       B               C              
  1791       C               A              
  1792       A               D              
  1794       D               A              
  1795       A               C              
  1796       B               A              
  1797       B               C              
  1798       C               A              
  1800       B               C              
  1802       B               C              
  1803       B               C              
  1804       D               A              
  1805       A               D              
  1806       B               D              
  1807       B               A              
  1808       B               A              
  1810       C               B              
  1811       B               A              
  1812       B               C              
  1813       C               D              
  1814       C               A              
  1815       D               A              
  1816       B               D              
  1817       D               B              
  1818       A               C              
  1820       D               A              
  1821       B               A              
  1822       A               D              
  1825       C               D              
  1826       D               A              
  1827       D               B              
  1828       C               D              
  1829       B               D              
  1830       B               A              
  1831       C               A              
  1832       C               A              
  1833       C               A              
  1834       C               A              
  1835       C               D              
  1837       C               A              
  1838       C               D              
  1841       A               C              
  1842       C               A              
  1843       C               D              
  1846       B               D              
  1848       C               D              
  1849       D               C              
  1850       A               C              
  1851       D               C              
  1852       C               A              
  1853       A               B              
  1855       B               D              
  1856       A               C              
  1857       C               D              
  1858       A               D              
  1860       B               C              
  1862       B               A              
  1863       C               A              
  1866       B               A              
  1868       D               A              
  1871       B               A              
  1873       D               B              
  1874       B               A              
  1875       A               B              
  1877       B               A              
  1878       D               C              
  1879       C               B              
  1882       D               A              
  1883       B               A              
  1884       A               D              
  1885       D               C              
  1886       A               B              
  1887       D               A              
  1888       C               B              
  1889       D               B              
  1891       C               D              
  1893       B               D              
  1894       D               B              
  1896       A               C              
  1897       B               C              
  1899       A               D              
  1900       C               D              
  1901       B               A              
  1902       B               D              
  1903       D               A              
  1904       B               A              
  1905       A               B              
  1907       A               C              
  1910       B               A              
  1911       A               D              
  1912       A               D              
  1915       C               B              
  1916       D               C              
  1917       B               C              
  1919       A               C              
  1920       A               C              
  1921       C               D              
  1923       A               D              
  1924       D               A              
  1925       C               A              
  1926       B               A              
  1927       A               C              
  1928       C               A              
  1929       B               D              
  1930       C               A              
  1931       C               A              
  1932       C               D              
  1933       C               A              
  1935       C               A              
  1936       D               C              
  1938       C               A              
  1940       A               C              
  1941       C               D              
  1942       C               A              
  1943       C               A              
  1944       A               D              
  1945       A               C              
  1947       C               D              
  1948       A               C              
  1949       C               D              
  1950       B               A              
  1952       D               A              
  1953       C               B              
  1954       A               D              
  1955       C               B              
  1957       A               D              
  1958       B               D              
  1959       C               D              
  1960       C               B              
  1961       C               B              
  1962       C               A              
  1963       D               A              
  1965       B               A              
  1967       C               D              
  1968       A               D              
  1969       A               C              
  1970       A               C              
  1971       D               C              
  1973       C               D              
  1974       B               C              
  1976       D               A              
  1977       C               D              
  1979       A               D              
  1980       C               A              
  1981       C               A              
  1982       A               D              
  1983       C               A              
  1984       A               D              
  1985       A               C              
  1987       D               C              
  1988       D               A              
  1989       D               A              
  1991       A               D              
  1992       D               B              
  1993       A               C              
  1996       B               D              
  1997       B               D              
  1998       D               C              
  1999       B               A              
  2000       C               B              

--------------------------------------------------

Dataset: PenTest
  Total questions: 85
  Correct answers: 79
  Incorrect answers: 6
  Accuracy: 92.94%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  17         B               C              
  47         A               D              
  57         A               B              
  60         B               D              
  67         B               C              
  69         A               D              

--------------------------------------------------

Dataset: VAPT Tools
  Total questions: 500
  Correct answers: 392
  Incorrect answers: 108
  Accuracy: 78.40%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  13         A               C              
  17         A               B              
  39         A               C              
  81         A               C              
  87         A               C              
  100        A               B              
  101        B               C              
  102        A               C              
  103        C               A              
  106        A               C              
  113        A               C              
  117        A               C              
  123        A               D              
  130        D               C              
  136        D               A              
  145        A               C              
  149        A               C              
  166        D               A              
  178        D               A              
  183        A               B              
  188        D               A              
  189        A               D              
  193        A               D              
  197        A               B              
  200        A               C              
  201        C               A              
  206        A               D              
  213        A               D              
  214        C               A              
  221        A               C              
  228        A               B              
  239        A               B              
  240        A               B              
  243        A               D              
  245        A               B              
  269        A               B              
  279        A               B              
  281        A               B              
  297        A               C              
  300        A               B              
  301        B               A              
  304        A               C              
  305        C               A              
  310        B               A              
  319        A               D              
  320        A               B              
  322        A               C              
  325        A               D              
  328        A               C              
  329        A               D              
  330        D               A              
  334        A               C              
  339        A               B              
  349        A               C              
  366        D               A              
  376        A               C              
  378        D               A              
  387        A               D              
  388        D               C              
  391        A               C              
  399        A               C              
  400        A               D              
  401        D               C              
  402        C               D              
  403        C               D              
  404        C               B              
  405        B               C              
  406        C               A              
  407        A               B              
  409        B               C              
  410        A               D              
  411        B               A              
  412        B               C              
  413        A               C              
  414        C               A              
  415        A               B              
  417        B               A              
  418        B               A              
  419        A               D              
  420        D               C              
  421        A               B              
  423        B               A              
  425        A               C              
  426        C               B              
  434        A               B              
  435        A               D              
  436        D               A              
  439        A               C              
  440        A               B              
  445        A               B              
  449        A               B              
  451        A               B              
  457        A               B              
  459        A               B              
  461        A               B              
  464        A               D              
  467        A               D              
  473        A               D              
  476        A               B              
  477        A               D              
  478        D               A              
  480        A               B              
  482        A               B              
  485        A               D              
  487        A               C              
  496        A               C              
  498        A               C              
  500        A               C              

--------------------------------------------------

Dataset: CVE→Metasploit
  Total questions: 500
  Correct answers: 229
  Incorrect answers: 271
  Accuracy: 45.80%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  2          B               C              
  4          A               C              
  5          D               A              
  12         B               A              
  13         C               D              
  16         A               C              
  17         A               C              
  20         A               C              
  21         B               C              
  23         D               B              
  27         A               D              
  29         A               C              
  30         A               D              
  33         C               B              
  34         C               A              
  35         B               C              
  36         B               C              
  38         B               D              
  39         B               D              
  41         C               D              
  43         B               D              
  44         A               C              
  45         C               A              
  46         B               C              
  47         A               B              
  48         B               A              
  51         A               C              
  52         A               D              
  53         A               C              
  54         A               D              
  57         B               C              
  58         A               C              
  62         C               A              
  63         A               C              
  65         B               A              
  66         A               D              
  69         B               A              
  75         A               C              
  77         A               D              
  78         B               A              
  79         A               C              
  80         A               D              
  83         A               C              
  84         A               B              
  85         A               C              
  88         B               C              
  90         B               C              
  91         A               C              
  95         A               D              
