DETAILED RESULTS FOR QWEN2.5
================================================================================

MCQ EVALUATION RESULTS
--------------------------------------------------

Dataset: CVE
  Total questions: 2000
  Correct answers: 509
  Incorrect answers: 1491
  Accuracy: 25.45%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  153        D               A              
  154        D               A              
  155        B               A              
  156        D               A              
  157        B               A              
  160        D               A              
  161        D               B              
  164        C               A              
  165        D               C              
  166        D               A              
  169        B               A              
  170        B               A              
  172        C               A              
  173        A               B              
  174        B               A              
  176        D               A              
  178        C               B              
  179        A               C              
  180        A               B              
  181        C               B              
  182        D               B              
  184        A               C              
  186        D               A              
  187        D               C              
  188        D               A              
  189        B               D              
  191        B               D              
  192        D               B              
  193        D               A              
  194        D               B              
  195        D               C              
  196        D               A              
  197        B               A              
  198        D               B              
  199        D               A              
  200        D               A              
  201        C               B              
  202        C               A              
  203        B               A              
  204        C               B              
  205        D               B              
  207        B               A              
  208        D               C              
  210        C               D              
  211        C               A              
  213        C               A              
  214        D               A              
  215        B               A              
  219        A               B              
  220        B               A              
  221        D               B              
  222        B               A              
  223        B               A              
  226        D               A              
  228        B               C              
  229        D               C              
  230        D               A              
  231        D               A              
  232        D               A              
  233        D               A              
  236        D               C              
  237        C               A              
  238        C               A              
  239        D               C              
  240        B               A              
  241        A               B              
  243        C               B              
  244        C               A              
  245        B               A              
  246        C               B              
  247        D               A              
  249        D               A              
  250        D               A              
  251        B               D              
  253        D               B              
  256        B               A              
  258        B               A              
  259        D               A              
  261        B               A              
  262        C               B              
  267        B               A              
  268        B               A              
  270        C               A              
  271        D               C              
  273        C               A              
  274        B               A              
  276        A               B              
  278        C               B              
  279        B               A              
  281        B               A              
  282        D               A              
  283        D               A              
  284        B               A              
  288        D               A              
  289        C               D              
  290        D               A              
  292        C               A              
  293        C               A              
  294        B               A              
  295        B               A              
  296        B               D              
  297        B               A              
  298        D               A              
  300        C               A              
  301        D               C              
  302        D               A              
  303        D               B              
  304        A               B              
  306        C               B              
  307        B               A              
  311        C               B              
  312        D               A              
  313        A               D              
  314        D               A              
  315        B               A              
  316        D               A              
  317        D               A              
  318        D               A              
  319        D               B              
  322        B               A              
  324        D               A              
  326        D               A              
  327        C               A              
  328        C               A              
  329        B               A              
  331        C               A              
  332        C               A              
  333        B               D              
  334        D               A              
  335        B               A              
  336        B               C              
  338        B               A              
  339        D               A              
  341        C               B              
  342        C               A              
  344        A               B              
  345        C               A              
  346        B               A              
  347        B               A              
  348        B               A              
  349        C               A              
  351        C               A              
  353        C               A              
  354        D               B              
  355        C               A              
  357        D               A              
  359        C               A              
  360        A               B              
  361        B               A              
  362        A               B              
  363        C               A              
  364        C               A              
  367        A               D              
  370        A               B              
  372        B               A              
  374        B               A              
  375        B               A              
  376        D               A              
  377        D               A              
  378        B               A              
  379        C               A              
  380        D               A              
  382        C               A              
  384        C               A              
  386        C               B              
  387        C               A              
  388        A               B              
  389        B               A              
  391        D               A              
  392        B               A              
  393        B               D              
  394        C               A              
  395        C               A              
  396        A               B              
  397        B               A              
  398        C               A              
  401        C               A              
  402        D               A              
  403        B               A              
  404        B               A              
  405        D               A              
  406        B               A              
  409        D               A              
  411        C               A              
  412        C               A              
  415        A               B              
  416        C               A              
  418        B               D              
  419        A               B              
  420        B               D              
  422        D               B              
  423        C               A              
  425        B               A              
  427        B               A              
  429        A               B              
  430        B               A              
  431        C               A              
  432        B               A              
  433        A               D              
  434        C               A              
  437        D               B              
  438        A               D              
  439        B               A              
  441        C               A              
  442        D               A              
  443        C               A              
  445        D               A              
  446        D               A              
  447        D               A              
  448        A               B              
  449        D               B              
  450        C               A              
  451        B               A              
  452        B               D              
  453        B               A              
  455        C               A              
  457        D               A              
  458        D               A              
  459        A               D              
  460        A               C              
  461        D               A              
  462        D               B              
  463        B               C              
  464        B               A              
  466        D               A              
  467        D               A              
  468        B               A              
  469        B               A              
  471        B               A              
  472        D               C              
  473        B               A              
  474        C               A              
  475        B               A              
  476        B               A              
  478        B               A              
  480        D               A              
  481        A               B              
  482        C               B              
  483        C               A              
  484        D               B              
  485        D               A              
  486        D               A              
  487        C               A              
  489        B               A              
  490        C               A              
  491        D               C              
  493        D               A              
  495        A               B              
  496        C               A              
  497        D               A              
  498        C               B              
  502        B               D              
  503        D               A              
  504        B               D              
  505        D               A              
  507        B               A              
  508        B               A              
  509        B               A              
  510        D               B              
  511        C               A              
  512        B               A              
  514        A               B              
  515        A               D              
  516        C               A              
  517        D               A              
  518        C               D              
  519        B               A              
  521        B               A              
  522        B               A              
  524        C               A              
  525        C               B              
  526        B               A              
  527        D               A              
  530        D               A              
  531        D               A              
  533        A               D              
  534        A               B              
  536        D               A              
  537        D               A              
  538        C               A              
  539        D               A              
  540        D               B              
  542        A               D              
  543        C               A              
  545        A               B              
  549        B               A              
  551        C               A              
  552        C               B              
  553        A               D              
  554        D               B              
  555        C               A              
  556        C               A              
  557        D               C              
  559        B               D              
  560        C               A              
  562        C               A              
  566        B               C              
  567        D               A              
  568        C               A              
  570        D               B              
  572        D               A              
  574        D               A              
  575        A               C              
  576        A               B              
  577        D               B              
  578        B               A              
  579        A               D              
  581        D               A              
  585        B               A              
  587        C               B              
  589        D               B              
  590        D               C              
  591        B               A              
  592        C               A              
  593        D               B              
  594        C               D              
  596        A               B              
  598        B               D              
  599        C               A              
  600        B               C              
  602        A               B              
  603        C               B              
  605        C               D              
  606        D               A              
  607        D               B              
  609        B               A              
  613        C               A              
  614        D               A              
  615        B               A              
  616        C               B              
  617        B               D              
  618        D               B              
  620        A               C              
  621        B               A              
  622        B               A              
  623        A               C              
  625        C               B              
  627        A               D              
  628        D               B              
  629        D               A              
  630        B               A              
  631        D               B              
  633        D               A              
  634        B               A              
  635        C               A              
  636        D               A              
  638        B               A              
  639        C               A              
  640        B               D              
  641        D               A              
  642        B               D              
  643        D               A              
  644        B               A              
  645        B               A              
  646        D               A              
  648        B               A              
  649        C               A              
  650        D               A              
  651        D               A              
  653        C               A              
  655        C               A              
  656        D               A              
  657        D               C              
  660        C               B              
  662        B               A              
  663        D               A              
  664        C               A              
  665        D               A              
  666        C               A              
  667        A               B              
  668        D               B              
  670        B               C              
  672        B               A              
  673        B               A              
  674        D               A              
  675        B               A              
  676        B               A              
  678        D               B              
  679        A               B              
  680        B               A              
  681        C               A              
  682        A               D              
  684        B               A              
  685        B               A              
  688        D               A              
  689        B               A              
  690        D               A              
  691        C               A              
  692        C               B              
  694        D               A              
  695        D               A              
  696        B               A              
  697        C               A              
  698        C               A              
  699        C               A              
  700        C               A              
  703        A               B              
  704        B               A              
  705        D               A              
  706        B               A              
  708        C               B              
  709        C               A              
  711        D               A              
  712        D               A              
  714        D               A              
  715        D               C              
  716        B               A              
  717        A               B              
  718        D               A              
  720        B               D              
  721        D               A              
  723        D               B              
  724        B               D              
  725        B               D              
  726        C               A              
  729        B               A              
  730        C               D              
  731        D               B              
  734        B               A              
  735        B               A              
  737        D               A              
  739        D               B              
  742        C               D              
  743        A               B              
  744        D               B              
  745        C               B              
  747        D               B              
  749        C               A              
  750        B               A              
  751        D               A              
  752        D               A              
  753        D               A              
  754        B               A              
  756        C               B              
  757        B               A              
  758        B               D              
  759        C               A              
  760        D               A              
  761        C               D              
  762        B               A              
  763        C               A              
  766        A               B              
  767        B               A              
  769        B               C              
  770        D               A              
  771        B               A              
  772        A               D              
  774        D               B              
  775        B               A              
  776        B               A              
  777        B               A              
  778        C               A              
  779        C               B              
  780        A               B              
  783        A               B              
  784        D               A              
  785        D               A              
  786        B               C              
  787        A               B              
  788        A               C              
  789        D               A              
  790        C               A              
  791        C               A              
  792        C               D              
  794        C               D              
  795        D               A              
  796        D               A              
  798        D               A              
  799        B               D              
  801        D               A              
  802        B               A              
  803        D               B              
  804        D               C              
  805        C               A              
  806        B               A              
  807        B               A              
  808        C               B              
  810        C               A              
  811        D               A              
  812        C               B              
  813        B               D              
  815        C               A              
  817        A               B              
  818        D               B              
  819        C               A              
  820        D               B              
  821        B               C              
  823        D               B              
  824        A               B              
  825        C               B              
  826        D               A              
  827        B               A              
  828        D               A              
  830        A               B              
  832        D               A              
  834        D               A              
  838        A               B              
  839        A               D              
  840        B               D              
  841        A               B              
  842        D               A              
  843        B               A              
  845        D               A              
  847        D               B              
  848        A               D              
  849        D               B              
  850        D               A              
  851        B               A              
  852        D               B              
  853        C               A              
  854        C               D              
  855        D               A              
  856        C               A              
  857        B               A              
  858        C               A              
  859        C               A              
  861        C               A              
  862        D               A              
  863        C               B              
  865        B               A              
  866        D               A              
  868        C               A              
  869        B               D              
  870        D               A              
  871        C               B              
  872        C               A              
  873        B               A              
  874        B               D              
  875        A               B              
  878        C               A              
  879        D               A              
  880        A               B              
  881        B               A              
  882        D               A              
  883        D               A              
  886        B               A              
  887        D               A              
  889        D               B              
  890        C               A              
  891        D               A              
  892        D               A              
  893        D               C              
  895        B               A              
  896        D               A              
  897        C               A              
  898        D               A              
  899        D               B              
  900        D               A              
  901        D               A              
  902        D               A              
  903        D               B              
  904        C               A              
  905        D               A              
  906        C               B              
  907        D               B              
  908        D               A              
  910        D               A              
  911        C               B              
  912        B               A              
  913        B               A              
  914        C               A              
  917        B               D              
  918        D               A              
  920        D               A              
  921        B               A              
  924        A               D              
  925        D               A              
  926        C               B              
  927        A               D              
  928        C               D              
  929        A               D              
  930        C               A              
  933        C               B              
  936        C               A              
  937        B               A              
  938        B               C              
  940        D               A              
  943        D               A              
  944        B               D              
  945        D               A              
  946        A               B              
  947        C               A              
  949        D               B              
  951        D               A              
  953        C               A              
  956        B               A              
  957        D               A              
  958        B               A              
  960        C               B              
  961        B               A              
  962        D               A              
  963        C               A              
  964        C               A              
  965        B               C              
  967        D               B              
  968        D               B              
  969        C               A              
  970        C               A              
  972        D               B              
  973        D               A              
  975        B               C              
  976        A               D              
  977        C               B              
  979        B               A              
  981        C               D              
  983        B               A              
  985        B               C              
  986        B               A              
  987        C               A              
  988        D               A              
  989        D               A              
  990        A               B              
  993        D               A              
  994        D               A              
  995        C               A              
  996        B               A              
  997        D               A              
  998        B               A              
  999        C               A              
  1000       B               A              
  1001       B               D              
  1002       B               A              
  1003       B               A              
  1004       D               A              
  1005       B               D              
  1006       D               A              
  1007       D               A              
  1008       B               A              
  1009       C               A              
  1010       D               A              
  1014       D               B              
  1015       A               B              
  1018       C               A              
  1020       D               B              
  1021       D               B              
  1022       C               A              
  1024       B               A              
  1026       D               B              
  1027       B               C              
  1030       C               B              
  1031       C               A              
  1032       B               A              
  1033       B               A              
  1034       D               A              
  1035       C               D              
  1036       C               D              
  1037       B               A              
  1039       D               A              
  1040       D               A              
  1041       A               B              
  1043       B               A              
  1045       D               B              
  1046       C               A              
  1047       B               A              
  1048       D               A              
  1049       A               D              
  1055       B               A              
  1056       A               C              
  1057       C               A              
  1058       D               A              
  1059       D               B              
  1061       B               A              
  1062       D               C              
  1063       D               C              
  1064       B               A              
  1066       D               A              
  1067       A               B              
  1068       D               A              
  1069       D               A              
  1070       D               A              
  1071       D               A              
  1072       C               A              
  1074       D               A              
  1075       C               A              
  1076       C               A              
  1078       D               A              
  1079       C               A              
  1080       C               A              
  1081       B               A              
  1082       A               C              
  1083       B               D              
  1085       A               B              
  1087       B               D              
  1088       C               A              
  1089       C               B              
  1090       B               C              
  1091       C               A              
  1092       B               D              
  1093       D               A              
  1094       C               A              
  1095       D               A              
  1096       C               B              
  1098       B               A              
  1099       C               A              
  1101       D               A              
  1102       C               B              
  1103       B               A              
  1104       B               A              
  1105       B               A              
  1106       C               A              
  1107       B               A              
  1108       C               A              
  1109       B               A              
  1113       C               A              
  1115       D               A              
  1117       D               A              
  1118       C               A              
  1119       B               A              
  1121       B               D              
  1122       C               B              
  1123       A               B              
  1125       C               B              
  1127       D               A              
  1128       B               C              
  1129       B               A              
  1130       B               A              
  1131       D               A              
  1132       D               A              
  1134       C               A              
  1137       C               B              
  1138       D               C              
  1141       D               C              
  1142       D               A              
  1143       C               A              
  1146       C               B              
  1147       D               A              
  1148       C               A              
  1151       C               B              
  1152       C               A              
  1154       C               A              
  1155       B               A              
  1158       B               A              
  1159       C               A              
  1160       B               A              
  1161       B               A              
  1162       C               B              
  1163       B               D              
  1164       C               A              
  1165       D               A              
  1167       C               A              
  1168       C               B              
  1169       D               C              
  1170       C               A              
  1171       B               A              
  1172       C               A              
  1173       B               A              
  1174       B               D              
  1175       B               A              
  1177       A               D              
  1178       C               B              
  1179       B               A              
  1180       D               A              
  1182       C               A              
  1184       C               B              
  1185       A               D              
  1186       A               B              
  1187       C               D              
  1189       C               A              
  1190       D               A              
  1191       A               B              
  1192       D               A              
  1193       D               B              
  1195       C               D              
  1196       C               A              
  1197       C               A              
  1199       D               A              
  1202       B               A              
  1203       C               A              
  1204       B               A              
  1205       A               C              
  1207       D               A              
  1208       D               A              
  1209       D               A              
  1210       D               B              
  1211       C               A              
  1212       B               A              
  1213       C               A              
  1214       C               A              
  1215       B               A              
  1217       C               A              
  1219       C               A              
  1222       D               A              
  1223       C               A              
  1224       D               C              
  1225       D               A              
  1227       C               D              
  1228       D               A              
  1229       D               A              
  1230       C               A              
  1233       B               D              
  1234       C               A              
  1235       C               A              
  1239       C               B              
  1241       C               A              
  1243       D               A              
  1244       A               B              
  1245       C               A              
  1246       D               A              
  1249       B               A              
  1250       C               A              
  1251       C               A              
  1252       D               B              
  1254       D               A              
  1255       C               A              
  1257       D               A              
  1258       D               A              
  1259       D               B              
  1260       C               A              
  1261       D               A              
  1262       C               A              
  1263       C               B              
  1266       B               A              
  1270       B               A              
  1272       C               B              
  1273       C               A              
  1274       A               C              
  1275       D               A              
  1277       A               D              
  1278       C               A              
  1281       B               D              
  1282       C               A              
  1283       A               B              
  1284       C               B              
  1285       A               B              
  1286       C               A              
  1287       D               A              
  1288       C               B              
  1289       C               A              
  1290       C               A              
  1291       D               B              
  1292       B               A              
  1293       C               A              
  1294       C               A              
  1295       C               A              
  1296       D               A              
  1297       C               A              
  1298       D               A              
  1299       C               A              
  1300       C               A              
  1303       C               B              
  1305       C               A              
  1310       A               B              
  1312       D               A              
  1313       D               A              
  1314       D               A              
  1316       B               A              
  1317       B               A              
  1318       D               A              
  1319       A               C              
  1320       C               A              
  1321       C               A              
  1322       C               D              
  1323       C               A              
  1324       D               A              
  1325       D               A              
  1326       C               A              
  1327       D               C              
  1329       D               B              
  1333       D               A              
  1334       A               C              
  1336       C               A              
  1338       C               A              
  1339       B               A              
  1340       A               D              
  1341       C               D              
  1344       B               D              
  1345       B               A              
  1346       D               A              
  1347       A               B              
  1348       C               A              
  1349       D               A              
  1350       A               B              
  1351       D               B              
  1353       C               D              
  1354       A               C              
  1356       D               A              
  1357       C               A              
  1358       B               A              
  1361       D               B              
  1362       D               C              
  1363       B               A              
  1364       B               A              
  1365       D               A              
  1366       C               B              
  1367       D               A              
  1368       B               D              
  1370       D               A              
  1371       B               A              
  1373       B               D              
  1374       C               A              
  1375       C               A              
  1376       B               A              
  1377       D               A              
  1380       D               A              
  1382       D               A              
  1383       D               A              
  1384       B               A              
  1385       D               C              
  1386       A               B              
  1387       A               B              
  1388       B               A              
  1390       B               D              
  1391       D               A              
  1392       C               B              
  1395       B               D              
  1397       C               A              
  1398       C               A              
  1401       D               A              
  1403       A               B              
  1405       D               A              
  1406       D               B              
  1407       A               B              
  1408       C               D              
  1409       B               A              
  1411       C               B              
  1412       C               B              
  1413       C               A              
  1414       D               B              
  1415       B               D              
  1416       B               C              
  1418       C               A              
  1420       D               B              
  1421       D               A              
  1424       C               A              
  1425       D               A              
  1427       B               D              
  1429       C               A              
  1430       B               A              
  1431       C               A              
  1432       B               A              
  1433       D               A              
  1434       C               A              
  1435       B               D              
  1436       B               A              
  1437       C               D              
  1438       C               A              
  1440       C               B              
  1441       D               A              
  1442       B               A              
  1444       B               A              
  1445       B               A              
  1446       D               A              
  1448       D               A              
  1449       C               A              
  1451       B               A              
  1452       A               B              
  1454       B               A              
  1455       A               B              
  1456       D               A              
  1457       B               C              
  1459       C               B              
  1460       B               A              
  1461       C               A              
  1462       C               A              
  1463       B               A              
  1464       D               A              
  1465       C               A              
  1466       C               B              
  1472       C               A              
  1473       D               A              
  1474       D               A              
  1478       D               A              
  1480       D               B              
  1481       C               B              
  1482       B               A              
  1483       C               A              
  1484       A               B              
  1485       D               A              
  1487       D               A              
  1488       D               B              
  1489       C               A              
  1490       D               A              
  1493       B               D              
  1494       D               A              
  1495       B               A              
  1497       C               B              
  1500       A               C              
  1501       C               A              
  1502       B               A              
  1503       D               B              
  1505       C               D              
  1506       B               A              
  1508       B               A              
  1510       A               C              
  1511       A               B              
  1512       D               B              
  1513       C               A              
  1514       D               A              
  1515       C               B              
  1519       D               A              
  1520       B               A              
  1521       B               A              
  1523       C               A              
  1524       D               B              
  1525       D               A              
  1527       A               D              
  1528       D               C              
  1530       B               A              
  1531       B               A              
  1532       C               B              
  1533       B               D              
  1534       C               A              
  1535       C               A              
  1536       C               A              
  1537       D               A              
  1538       C               D              
  1540       C               A              
  1541       D               B              
  1542       D               A              
  1543       D               A              
  1544       D               A              
  1545       D               A              
  1546       C               A              
  1548       B               A              
  1549       C               A              
  1551       C               B              
  1553       B               A              
  1554       C               A              
  1556       D               B              
  1557       B               A              
  1558       C               A              
  1559       D               A              
  1560       B               A              
  1562       D               A              
  1563       B               A              
  1564       C               A              
  1565       C               B              
  1568       B               A              
  1569       C               D              
  1571       B               A              
  1572       D               A              
  1574       C               A              
  1575       C               B              
  1577       D               A              
  1579       B               D              
  1580       C               A              
  1581       D               A              
  1582       D               A              
  1583       B               A              
  1584       D               A              
  1585       B               A              
  1586       A               D              
  1587       C               A              
  1588       D               B              
  1589       D               A              
  1590       B               D              
  1591       C               A              
  1594       B               A              
  1595       D               B              
  1596       D               A              
  1597       D               A              
  1598       C               B              
  1600       D               A              
  1604       C               A              
  1605       D               A              
  1606       C               B              
  1607       B               A              
  1608       B               A              
  1610       C               B              
  1611       B               A              
  1612       C               A              
  1613       B               C              
  1614       B               A              
  1616       D               A              
  1618       D               A              
  1619       B               A              
  1620       C               A              
  1621       D               A              
  1622       C               A              
  1623       B               A              
  1624       A               B              
  1626       B               A              
  1627       C               B              
  1628       D               A              
  1629       B               A              
  1631       A               C              
  1633       B               A              
  1634       A               B              
  1635       B               A              
  1637       D               A              
  1638       B               A              
  1640       B               A              
  1641       A               B              
  1642       C               A              
  1643       C               A              
  1644       D               A              
  1645       D               B              
  1646       B               A              
  1647       B               A              
  1649       D               A              
  1650       B               A              
  1651       D               C              
  1652       B               A              
  1655       D               A              
  1657       B               A              
  1659       C               A              
  1660       D               C              
  1661       A               B              
  1664       B               A              
  1665       B               A              
  1666       D               A              
  1668       D               C              
  1670       B               A              
  1671       C               A              
  1675       D               B              
  1677       C               A              
  1679       A               B              
  1680       B               A              
  1681       D               A              
  1682       B               A              
  1684       B               A              
  1685       C               D              
  1687       C               B              
  1688       A               B              
  1690       B               A              
  1691       D               A              
  1693       B               A              
  1694       D               A              
  1695       B               A              
  1696       C               B              
  1697       C               A              
  1698       D               B              
  1699       C               B              
  1700       D               A              
  1701       C               B              
  1702       D               C              
  1703       D               A              
  1704       B               A              
  1705       B               A              
  1706       D               B              
  1708       D               A              
  1709       A               B              
  1710       C               A              
  1711       A               B              
  1713       C               B              
  1715       D               A              
  1716       A               D              
  1717       A               B              
  1718       C               A              
  1719       D               A              
  1721       C               A              
  1722       D               C              
  1724       B               A              
  1725       C               A              
  1728       A               B              
  1729       B               A              
  1731       B               A              
  1732       B               A              
  1734       C               A              
  1740       C               A              
  1741       B               A              
  1742       C               A              
  1744       C               A              
  1746       C               A              
  1747       D               C              
  1748       B               A              
  1749       B               A              
  1754       A               B              
  1757       C               A              
  1758       B               D              
  1761       D               A              
  1762       B               C              
  1763       C               A              
  1764       D               A              
  1765       D               B              
  1766       D               A              
  1767       D               B              
  1768       D               B              
  1770       A               B              
  1773       C               A              
  1774       D               A              
  1775       C               A              
  1776       D               C              
  1777       D               C              
  1778       C               A              
  1779       C               B              
  1781       C               B              
  1783       D               A              
  1784       C               A              
  1785       B               C              
  1788       B               C              
  1789       B               C              
  1791       C               A              
  1792       A               B              
  1794       D               A              
  1795       A               B              
  1796       B               A              
  1797       B               A              
  1798       C               A              
  1799       A               B              
  1800       B               A              
  1801       B               C              
  1803       B               C              
  1804       D               A              
  1805       A               B              
  1806       B               D              
  1808       B               A              
  1810       C               A              
  1811       B               A              
  1812       B               C              
  1813       C               A              
  1814       C               A              
  1815       D               B              
  1816       B               A              
  1817       D               A              
  1818       A               D              
  1819       D               A              
  1820       D               A              
  1821       B               D              
  1823       A               B              
  1825       C               D              
  1826       D               C              
  1828       C               A              
  1829       B               A              
  1831       C               A              
  1832       C               A              
  1833       C               A              
  1834       C               A              
  1835       C               B              
  1836       C               A              
  1837       C               A              
  1838       C               D              
  1840       B               A              
  1842       C               A              
  1843       C               D              
  1844       D               A              
  1845       D               A              
  1846       B               A              
  1847       D               B              
  1848       C               D              
  1849       D               A              
  1850       A               C              
  1851       D               A              
  1852       C               D              
  1855       B               A              
  1857       C               D              
  1858       A               D              
  1860       B               C              
  1862       B               A              
  1863       C               A              
  1866       B               A              
  1867       D               B              
  1868       D               A              
  1870       D               A              
  1871       B               A              
  1872       B               A              
  1873       D               A              
  1874       B               A              
  1876       C               B              
  1877       B               A              
  1878       D               B              
  1879       C               B              
  1880       D               A              
  1881       D               A              
  1882       D               B              
  1884       A               D              
  1885       D               A              
  1887       D               A              
  1888       C               D              
  1889       D               A              
  1891       C               A              
  1893       B               A              
  1894       D               C              
  1895       B               A              
  1896       A               B              
  1897       B               A              
  1900       C               A              
  1901       B               A              
  1902       B               A              
  1903       D               A              
  1904       B               A              
  1905       A               C              
  1906       C               A              
  1907       A               C              
  1908       C               A              
  1910       B               A              
  1913       D               B              
  1915       C               B              
  1916       D               A              
  1919       A               D              
  1921       C               A              
  1922       C               A              
  1924       D               A              
  1925       C               D              
  1926       B               A              
  1927       A               B              
  1928       C               A              
  1929       B               A              
  1930       C               A              
  1931       C               A              
  1932       C               A              
  1933       C               A              
  1934       D               B              
  1935       C               A              
  1936       D               A              
  1937       D               A              
  1938       C               A              
  1941       C               A              
  1942       C               A              
  1943       C               A              
  1947       C               D              
  1948       A               C              
  1949       C               A              
  1950       B               A              
  1951       D               A              
  1952       D               A              
  1953       C               A              
  1954       A               D              
  1955       C               B              
  1957       A               B              
  1958       B               D              
  1959       C               A              
  1960       C               A              
  1961       C               A              
  1962       C               A              
  1963       D               A              
  1965       B               A              
  1966       D               B              
  1967       C               B              
  1971       D               A              
  1972       B               C              
  1973       C               A              
  1974       B               A              
  1976       D               A              
  1977       C               A              
  1978       B               A              
  1980       C               A              
  1981       C               B              
  1982       A               B              
  1983       C               A              
  1986       B               A              
  1987       D               A              
  1988       D               A              
  1989       D               B              
  1991       A               C              
  1992       D               A              
  1995       D               A              
  1997       B               A              
  1998       D               B              
  2000       C               A              

--------------------------------------------------

Dataset: PenTest
  Total questions: 85
  Correct answers: 82
  Incorrect answers: 3
  Accuracy: 96.47%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  13         B               A              
  17         B               A              
  20         B               A              

--------------------------------------------------

Dataset: VAPT Tools
  Total questions: 499
  Correct answers: 417
  Incorrect answers: 82
  Accuracy: 83.57%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  1          A               D              
  17         A               B              
  67         A               B              
  81         A               C              
  88         A               B              
  100        A               B              
  101        B               A              
  102        A               C              
  103        C               A              
  106        A               D              
  117        A               C              
  130        D               A              
  136        D               A              
  144        A               D              
  166        D               A              
  178        D               A              
  183        A               B              
  188        D               A              
  200        A               C              
  201        C               A              
  209        A               C              
  213        A               C              
  214        C               A              
  228        A               B              
  239        A               C              
  269        A               B              
  279        A               B              
  300        A               B              
  301        B               A              
  304        A               C              
  305        C               A              
  310        B               A              
  312        A               D              
  325        A               D              
  328        A               C              
  329        A               D              
  330        D               A              
  347        A               B              
  366        D               A              
  378        D               A              
  387        A               D              
  388        D               A              
  391        A               B              
  399        A               D              
  400        A               B              
  401        D               C              
  403        C               D              
  404        C               B              
  405        B               C              
  406        C               B              
  407        A               B              
  409        B               A              
  410        A               B              
  412        B               D              
  413        A               C              
  414        C               A              
  415        A               B              
  418        B               A              
  419        A               D              
  420        D               C              
  421        A               B              
  422        B               C              
  423        B               A              
  425        A               C              
  426        C               B              
  427        B               A              
  434        A               B              
  435        A               D              
  436        D               A              
  444        A               D              
  445        A               B              
  449        A               B              
  459        A               D              
  461        A               B              
  464        A               D              
  473        A               D              
  474        A               B              
  477        A               D              
  478        D               A              
  482        A               B              
  491        A               B              
  498        A               B              

--------------------------------------------------

Dataset: CVE→Metasploit
  Total questions: 500
  Correct answers: 310
  Incorrect answers: 190
  Accuracy: 62.00%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  2          B               A              
  5          D               A              
  7          B               A              
  8          A               B              
  9          B               A              
  11         C               B              
  12         B               A              
  13         C               A              
  14         D               B              
  15         D               A              
  16         A               C              
  17         A               B              
  21         B               C              
  23         D               B              
  26         A               C              
  28         B               D              
  29         A               C              
  30         A               C              
  33         C               B              
  35         B               C              
  36         B               A              
  38         B               A              
  39         B               A              
  44         A               C              
  45         C               B              
  46         B               D              
  48         B               A              
  50         B               A              
  51         A               C              
  54         A               C              
  55         A               D              
  56         C               B              
  57         B               A              
  59         C               B              
  60         A               D              
  65         B               D              
  66         A               B              
  68         B               A              
  69         B               A              
  72         A               C              
  77         A               B              
  78         B               A              
  80         A               D              
  83         A               B              
  85         A               C              
  86         A               C              
  88         B               A              
  90         B               D              
  93         B               C              
  95         A               B              
  96         C               A              
  97         A               C              
  99         A               C              
  102        B               C              
  103        A               C              
  105        B               A              
  106        B               A              
  107        B               A              
  110        B               C              
  111        A               D              
  112        C               A              
  114        A               B              
  115        A               B              
  117        B               D              
  119        C               D              
  120        A               B              
  122        A               C              
  123        B               A              
  128        A               C              
  132        A               D              
  134        A               B              
  135        A               D              
  137        A               B              
  142        A               D              
  143        B               C              
  147        A               B              
  149        A               B              
  152        A               D              
  155        A               C              
  160        A               B              
  161        A               D              
  167        A               C              
  172        A               D              
  177        A               C              
  179        A               B              
  180        A               D              
  182        A               C              
  188        A               C              
  190        A               D              
  192        A               D              
  196        A               D              
  207        A               C              
  208        A               C              
  211        A               D              
  212        A               B              
  213        A               B              
  214        A               B              
  216        A               C              
  217        A               C              
  219        A               C              
  220        A               B              
  223        A               B              
  224        A               D              
  225        A               B              
  229        A               D              
  230        A               D              
  233        A               D              
  234        A               B              
  236        A               D              
  240        A               B              
  241        A               B              
  244        A               C              
  245        A               D              
  249        A               C              
  252        A               B              
  254        A               B              
  256        A               D              
  257        A               C              
  267        A               D              
  268        A               C              
  272        A               B              
  274        A               D              
  276        A               B              
  278        A               C              
  280        A               C              
  283        A               C              
  285        A               B              
  289        A               B              
  298        A               C              
  306        A               B              
  310        A               C              
  312        B               C              
  318        A               B              
  323        A               C              
  326        A               C              
  331        A               B              
  332        A               C              
  334        A               D              
  340        A               C              
  342        A               C              
  347        B               A              
  350        B               A              
  353        A               C              
  357        A               D              
  362        A               C              
  365        A               D              
  369        A               D              
  373        A               B              
  374        A               C              
  383        A               C              
  385        A               D              
  386        A               D              
  392        A               B              
  393        A               C              
  395        A               B              
  400        A               B              
  401        B               C              
  402        C               B              
  403        A               C              
  405        B               C              
  407        B               A              
  410        A               C              
  412        D               B              
  415        A               B              
  416        C               A              
  423        A               B              
  424        B               A              
  426        C               B              
  431        C               D              
  438        A               C              
  440        A               D              
  443        A               D              
  444        A               B              
  446        A               B              
  448        A               B              
  451        B               A              
  452        A               B              
